,X2,X3,X4,X5_Age_Bins,X6_Payment_Bins,X7_Payment_Bins,X8_Payment_Bins,X9_Payment_Bins,X10_Payment_Bins,X11_Payment_Bins,X12_sign,X12_monthlydif,X13_monthlydif,X14_sign,X14_monthlydif,X15_sign,X15_monthlydif,X16_sign,X16_monthlydif,X17_sign,X17_monthlydif,X18_binary,X19_binary,X20_binary,X21_binary,X22_binary,X23_binary
20,2,1,2,1,2,2,2,2,2,2,0,6,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
21,2,3,2,2,2,2,2,2,2,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
22,2,2,1,2,1,1,1,1,1,1,1,6,5,1,4,0,3,1,2,1,1,1,1,0,1,1,0
23,2,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,0,1,0,1
24,2,1,1,2,2,2,2,2,2,2,1,6,5,1,4,1,3,0,2,0,1,1,1,1,0,0,1
25,1,1,2,1,2,2,2,1,2,2,1,6,5,0,4,1,3,1,2,1,1,1,0,1,1,1,1
26,1,3,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
27,1,1,2,1,2,2,1,1,1,1,0,6,5,1,4,0,3,1,2,0,1,0,1,0,1,0,1
28,2,3,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
29,2,3,1,3,1,1,1,1,1,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
30,1,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
31,2,1,2,1,1,1,1,1,1,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
32,1,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
33,1,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
34,2,2,1,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
35,1,1,1,3,2,2,2,2,2,2,1,6,5,1,4,1,3,0,2,1,1,1,1,1,0,1,1
36,1,1,2,1,1,1,2,2,2,1,1,6,5,0,4,0,3,0,2,0,1,1,1,1,1,1,0
37,1,2,1,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
38,2,2,2,1,2,2,2,2,2,1,1,6,5,1,4,1,3,0,2,1,1,1,1,1,0,1,1
39,1,1,2,1,2,1,1,2,2,2,0,6,5,0,4,0,3,0,2,0,1,1,0,0,0,0,0
40,1,1,2,1,1,1,2,1,2,1,1,6,5,1,4,1,3,1,2,1,1,1,0,1,1,1,1
41,1,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
42,2,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
43,1,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
44,2,2,1,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
45,2,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,0,1,1,0
46,1,1,2,1,2,2,2,2,2,2,0,6,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
47,2,1,2,1,2,2,2,1,2,2,1,6,5,1,4,1,3,1,2,0,1,1,0,1,1,0,0
48,2,5,2,3,2,2,1,2,2,2,1,6,5,1,4,1,3,0,2,0,1,1,1,0,0,0,0
49,1,2,2,1,1,1,1,1,1,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
50,1,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
51,1,3,2,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,0,1,1,0,1,1
52,2,3,3,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
53,2,2,1,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
54,2,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
55,2,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
56,2,1,1,3,2,2,2,2,2,2,1,6,5,1,4,0,3,1,2,1,1,1,1,0,1,1,0
57,2,3,1,2,2,2,2,1,1,1,1,6,5,1,4,1,3,0,2,1,1,1,1,1,1,1,1
58,2,2,1,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
59,2,1,2,2,1,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,0,0,1,0,1,0
60,2,2,1,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
61,2,3,1,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
62,1,2,1,2,2,2,2,2,2,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
63,1,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,0,1,0,1,1,0
64,2,2,1,3,2,2,2,2,2,2,1,6,5,0,4,0,3,0,2,0,1,1,0,0,0,0,0
65,2,2,1,3,1,1,2,2,1,1,1,6,5,0,4,0,3,1,2,0,1,0,0,0,1,0,0
66,1,1,1,3,2,2,2,1,2,2,1,6,5,1,4,1,3,1,2,1,1,0,0,1,1,0,1
67,1,2,1,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,0,1,1,1,1
68,2,1,2,1,2,1,1,1,1,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
69,2,3,2,1,2,2,2,1,2,1,0,6,5,0,4,1,3,1,2,1,1,0,0,1,0,1,1
70,1,5,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,0,1,1,1,1,0
71,1,1,2,1,1,1,1,1,1,1,1,6,5,1,4,1,3,1,2,1,1,0,1,1,1,1,1
72,1,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,0,1,1,1
73,2,2,1,1,1,1,1,1,2,1,1,6,5,0,4,1,3,1,2,1,1,1,1,1,1,1,1
74,2,1,2,2,2,2,1,1,1,1,0,6,5,1,4,0,3,1,2,0,1,0,1,0,1,0,0
75,1,1,2,1,1,1,1,1,1,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
76,1,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,0,1,1,1,0
77,1,3,2,1,1,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
78,2,1,1,3,1,1,1,1,1,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
79,2,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
80,2,2,2,2,2,2,2,2,2,2,0,6,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
81,2,3,3,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
82,2,1,2,1,2,2,2,2,2,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
83,1,3,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
84,2,2,1,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
85,2,3,2,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
86,1,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
87,2,1,1,3,1,1,2,2,1,1,1,6,5,1,4,1,3,1,2,1,1,1,0,0,1,1,1
88,2,2,2,1,2,2,2,2,2,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,0,1,1
89,2,1,1,2,2,2,2,1,1,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
90,1,3,2,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,0,1,1,1,0,1
91,1,1,1,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
92,2,1,2,2,1,1,1,2,2,2,1,6,5,1,4,1,3,0,2,0,1,0,1,0,0,0,0
93,2,1,2,1,2,2,2,2,2,2,0,6,5,0,4,0,3,0,2,0,1,1,0,0,0,0,0
94,2,2,1,2,1,1,1,1,1,2,1,6,5,1,4,1,3,0,2,0,1,1,1,1,0,0,1
95,2,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
96,1,2,2,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
97,1,1,1,2,1,1,1,1,1,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,0,1
98,1,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
99,2,3,1,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
100,1,2,1,2,2,2,2,2,2,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
101,1,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
102,2,1,2,1,2,2,1,2,2,2,0,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
103,1,1,1,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,0,1,1
104,2,3,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
105,2,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,0,1,1,1,1,1
106,2,2,2,1,1,1,2,2,2,1,1,6,5,0,4,0,3,0,2,1,1,0,0,0,0,1,1
107,2,2,1,2,1,1,1,1,1,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
108,1,1,2,3,1,1,1,1,1,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
109,1,2,2,2,2,2,2,1,1,1,1,6,5,1,4,1,3,1,2,1,1,1,0,1,1,1,1
110,1,2,1,2,2,2,2,2,2,2,0,6,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
111,2,1,1,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,0,1,1,1,0
112,1,3,1,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
113,1,2,1,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,0,1,1,0,1
114,2,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
115,1,2,2,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
116,1,1,2,1,1,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,0,1,1,0,1,1
117,1,1,2,1,1,1,1,1,1,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
118,1,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
119,1,2,1,2,1,1,1,1,1,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
120,2,2,2,2,2,2,2,2,1,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
121,1,3,2,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
122,1,1,1,2,2,2,2,2,2,2,0,6,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
123,2,1,1,3,2,2,2,2,2,2,0,6,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
124,2,2,1,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
125,1,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
126,1,2,2,1,2,2,2,2,2,2,0,6,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
127,1,3,2,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
128,1,1,1,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
129,1,2,1,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
130,1,3,1,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
131,2,1,2,1,2,2,2,2,1,1,1,6,5,1,4,0,3,1,2,1,1,1,1,1,1,1,1
132,1,1,2,2,2,1,1,2,2,1,1,6,5,1,4,1,3,1,2,1,1,1,1,0,1,1,1
133,1,2,1,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
134,1,3,1,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
135,2,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,0,1,1,1,0,1,0,1
136,1,2,1,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,0,1,0,1
137,1,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
138,2,2,1,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
139,2,3,1,3,1,1,1,1,2,2,1,6,5,1,4,0,3,0,2,0,1,1,1,0,0,0,0
140,1,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
141,1,1,2,3,2,2,2,2,2,2,0,6,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
142,1,2,2,1,1,1,1,1,1,1,1,6,5,1,4,1,3,1,2,1,1,0,1,1,1,1,1
143,1,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
144,1,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
145,1,1,2,1,1,1,1,1,2,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
146,1,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
147,2,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
148,1,1,2,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
149,2,2,1,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,0,0,1,1,1
150,2,1,1,3,2,2,1,1,1,1,0,6,5,1,4,0,3,1,2,1,1,0,1,0,1,1,0
151,1,2,1,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,0,1,1
152,1,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
153,1,1,2,2,2,1,1,1,1,2,1,6,5,1,4,1,3,0,2,0,1,1,1,1,0,0,0
154,2,2,1,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
155,2,3,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
156,1,1,1,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
157,2,1,2,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
158,2,3,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
159,1,3,1,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
160,1,3,1,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,0,1,1,1,1,1
161,1,1,2,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,0,1,0,1,1
162,1,2,2,1,2,1,1,1,1,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,0,1
163,1,3,1,3,1,1,1,1,2,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,0,1,1
164,2,1,1,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,0,1,1,1,1
165,2,2,1,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
166,2,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
167,1,1,2,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
168,1,2,1,1,1,2,2,2,2,2,1,6,5,1,4,1,3,1,2,0,1,1,0,1,1,1,1
169,2,2,1,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
170,2,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
171,1,2,2,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
172,2,1,2,1,1,1,1,1,1,1,1,6,5,0,4,1,3,1,2,1,1,1,0,1,1,1,1
173,2,2,2,1,1,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,0,1,1
174,2,1,2,1,2,2,2,2,2,2,0,6,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
175,1,1,2,1,2,2,1,1,2,2,0,6,5,1,4,0,3,0,2,0,1,0,1,0,0,0,0
176,1,3,1,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,0,0
177,1,1,2,1,2,1,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
178,1,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,0,1,1,1,0,1
179,2,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
180,2,2,1,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
181,1,1,2,2,1,1,2,2,2,1,1,6,5,1,4,1,3,1,2,1,1,1,0,1,0,1,1
182,2,3,2,2,2,1,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
183,2,1,1,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
184,2,2,1,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
185,1,2,2,1,2,2,2,2,2,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
186,2,2,1,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,0,1,1,0,1,1
187,2,1,2,1,2,1,1,1,1,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
188,2,3,2,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,0,1
189,2,2,1,2,2,1,2,2,2,2,0,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
190,2,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,0,1,0,0,1,0
191,1,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
192,2,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,0,1,1
193,2,1,2,1,1,1,1,2,1,2,1,6,5,0,4,0,3,1,2,1,1,1,0,0,1,1,1
194,2,1,2,1,1,1,2,2,2,2,1,6,5,1,4,1,3,0,2,0,1,1,0,1,0,0,0
195,1,2,1,2,2,2,2,2,1,1,1,6,5,1,4,0,3,1,2,1,1,1,1,1,1,1,1
196,2,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
197,2,2,1,2,2,2,2,2,2,2,0,6,5,0,4,1,3,0,2,1,1,0,0,1,0,1,0
198,2,1,2,1,2,2,2,2,1,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
199,2,1,1,2,2,2,2,1,1,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
200,2,3,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,0,1,1,1,1,1,0,0
201,2,1,1,2,2,2,2,2,2,2,1,6,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
202,1,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,0,1,1,0,1
203,2,1,2,1,1,2,1,1,1,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
204,1,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
205,2,2,1,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
206,1,3,1,2,1,1,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
207,1,1,1,3,1,1,1,1,1,1,1,6,5,1,4,1,3,1,2,0,1,1,1,1,1,0,1
208,2,2,1,2,1,1,1,1,1,1,1,6,5,1,4,1,3,1,2,0,1,1,1,1,1,0,1
209,2,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
210,2,1,1,3,1,1,1,1,2,2,1,6,5,1,4,1,3,0,2,1,1,1,1,1,0,1,1
211,1,1,2,1,2,2,2,1,1,1,1,6,5,1,4,1,3,0,2,1,1,1,1,1,0,1,0
212,2,1,1,2,2,2,1,2,1,1,0,6,5,1,4,1,3,1,2,1,1,0,1,0,1,1,1
213,2,3,1,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
214,1,2,2,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,0,1,1,1
215,1,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,0,1,1,1
216,1,3,1,2,1,1,1,1,1,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,0,0
217,2,2,1,2,2,2,2,2,2,2,0,6,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
218,1,2,2,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
219,2,3,0,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
220,2,1,2,2,1,1,1,1,2,2,1,6,5,1,4,0,3,0,2,0,1,1,1,0,0,0,0
221,2,1,1,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,0,1,1,1,1
222,2,3,2,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
223,2,2,2,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
224,2,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
225,2,3,2,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,0,1,1,1,1,1
226,2,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
227,1,3,1,2,1,1,1,1,1,2,1,6,5,1,4,1,3,0,2,0,1,1,1,1,0,0,0
228,1,2,1,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
229,1,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
230,2,3,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,0,1,0,1,1,1,0,1
231,2,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
232,1,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,0,1,1,0,1,1
233,1,2,1,1,2,2,2,1,1,2,1,6,5,0,4,1,3,1,2,1,1,0,0,1,1,1,1
234,1,2,2,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,0,1,1
235,2,2,1,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
236,1,1,2,2,1,1,1,1,1,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
237,2,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
238,2,1,2,1,2,2,2,2,1,1,1,6,5,1,4,1,3,1,2,1,1,0,1,1,1,1,1
239,2,3,1,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
240,2,2,3,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
241,2,1,2,1,2,2,2,2,2,1,1,6,5,0,4,0,3,0,2,1,1,0,0,0,0,1,0
242,1,1,2,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
